Species name,Compounds,Amount,Time of data collection,Plant part,Identification method,Profile,Profile base,DOI number,Time_of_publication,Location,Country,Essential oil extraction method,Development stage,Season/month,Experimental condition,Species variety,Plant Sample,Journals name
Salvia officinalis ,?-Pinene,12.09,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia officinalis ,?-Myrcene,0.61,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia officinalis ,Limonene,0.78,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia officinalis ,"1,8-Cineole",9.53,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia officinalis ,cis-Ocimene,0.58,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia officinalis ,?-Terpinene,0.48,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia officinalis ,?-Thujone,15.79,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia officinalis ,?-Thujone,5.43,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia officinalis ,Camphor,2.51,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia officinalis ,Linalool,0.4,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia officinalis ,Bornyl acetate,0.6,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia officinalis ,Caryophyllene,11.14,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia officinalis ,4-Terpineol,0.75,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia officinalis ,?-Humulene,8.22,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia officinalis ,?-Muurolene,0.62,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia officinalis ,?-Terpineol,0.3,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia officinalis ,endo-Borneol,9.79,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia officinalis ,?-Cadinene,1.01,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia officinalis ,Caryophyllene oxide,0.73,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia officinalis ,"Humulene-1,2-epoxide",0.58,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia officinalis ,Veridiflorol,8.26,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia officinalis ,Epimanool,2.02,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,cis-Salvene,0.69,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583.503,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,?-Pinene,5.61,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,Camphene,3.78,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,?-Pinene,16.36,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,?-Myrcene,0.84,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,Limonene,0.98,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,"1,8-Cineole",12.531,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,cis-Ocimene,0.73,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,?-Terpinene,0.44,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,?-Thujone,15.36,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,?-Thujone,5.14,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,Camphor,2.06,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,Linalool,-,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,Bornyl acetate,0.53,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,Caryophyllene,8.6,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,4-Terpineol,0.44,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,?-Humulene,6.15,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,?-Muurolene,-,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,?-Terpineol,-,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,endo-Borneol,7.03,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,?-Cadinene,0.73,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,Caryophyllene oxide,0.8,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,"Humulene-1,2-epoxide",0.68,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,Veridiflorol,8.26,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Salvia fruticosa,Epimanool,2.25,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.65583 ,Species name, 10.1080/0972060X.2025.2465583,06_February_2025,Silivri MunicipalityAgricultural Production and Research Center  ,Turkey,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,?-Pinene,4.67,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857.504,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,Sabinene,0.19,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,?-Pinene,12.37,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,Myrcene,0.73,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,Limonene,0.28,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,?-Phellandrene,0.18,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,(Z)-?-Ocimene,0.15,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,(E)-?-Ocimene,0.25,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,Safrole,-,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,?-Elemene,0.18,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,?-Cubebene,0.13,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,Cyclosativene,0.15,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,?-Copaene,0.4,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,?-Cubebene,0.44,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,cis-?-Elemene,-,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,?-Cedrene,0.91,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,(E)-Caryophyllene,29.35,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,?-Elemene,-,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,?-trans-Bergamotene,0.52,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,Sesquisabinene A,0.7,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,(Z)-?-Farnesene,2.83,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,?-Humulene,4.98,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,9-epi-(E)-Caryophyllene,-,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,?-Acoradiene,0.17,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,?-Curcumene,2.01,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,?-Curcumene,22.91,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,trans-?-Bergamotene,2.18,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,Germacrene D,0.75,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,?-Selinene,-,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,Asaricin,-,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,"?-(E,E)-Farnesene",-,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,Bicyclogermacrene,6.16,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,?-Sesquiphellandrene,1.13,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,?-Cadinene,0.24,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,?-(E)-Bisabolene,0.12,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,?-Cadinene,0.22,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,"Selina-3,7(11)-diene",-,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,Germacrene B,-,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,Dendrolasin,0.47,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
Mitrephora calcarea,Spathulenol,1.38,NA,Leaves,Gas Chromatography-Mass Spectrometry ,P.71857 ,Species name, 10.1080/0972060X.2025.2471857,16_February_2025,"ThanhSon, Pu Luong Nature Reserve",Vietnam,Hydrodistillation ,NA,NA,NA,NA,NA,Journal of Essential Oil Bearing Plants
